node ID,x-coordinate [mm],y-coordinate [mm]
1.0000000000000000,-20.0000000000000000,25.0000000000000000
2.0000000000000000,-18.9104801999999985,24.2274570999999987
3.0000000000000000,-20.0000000000000000,23.1250000000000000
4.0000000000000000,-17.7729192000000005,23.5092452999999999
5.0000000000000000,-20.0000000000000000,21.2500000000000000
6.0000000000000000,-17.7611922000000000,21.7279479000000002
7.0000000000000000,-16.6052347000000005,22.8568627999999983
8.0000000000000000,-18.8854052000000010,20.6070954999999998
9.0000000000000000,-15.3990574000000002,22.2654534999999996
10.0000000000000000,-17.7302755000000012,20.0260576000000015
11.0000000000000000,-20.0000000000000000,19.3750000000000000
12.0000000000000000,-15.3819104000000006,20.6125430999999999
13.0000000000000000,-16.5497292999999992,19.5134442999999997
14.0000000000000000,-14.1664484000000002,21.7411044000000011
15.0000000000000000,-17.6865658000000003,18.3771056000000002
16.0000000000000000,-20.0000000000000000,17.5000000000000000
17.0000000000000000,-15.3367047000000003,19.0622572999999988
18.0000000000000000,-18.8302401000000010,17.1137285000000006
19.0000000000000000,-12.9056940999999998,21.2829174999999999
20.0000000000000000,-17.6364595999999985,16.7546226999999988
21.0000000000000000,-14.1013783000000004,18.6743205000000003
22.0000000000000000,-15.2727932000000006,17.5803879000000016
23.0000000000000000,-12.8882618999999998,19.7706911000000005
24.0000000000000000,-16.4276173999999990,16.4284314000000009
25.0000000000000000,-11.6221785000000004,20.8930144999999996
26.0000000000000000,-20.0000000000000000,15.6250000000000000
27.0000000000000000,-12.8423043999999997,18.3457748000000009
28.0000000000000000,-15.1995287000000001,16.1327266999999992
29.0000000000000000,-17.5863532999999990,15.1321396999999997
30.0000000000000000,-10.3214818000000008,20.5729283000000009
31.0000000000000000,-12.7773298999999998,16.9790650999999997
32.0000000000000000,-11.5640256000000008,18.0751011999999989
33.0000000000000000,-13.9582242000000001,15.8705522000000006
34.0000000000000000,-20.0000000000000000,13.7500000000000000
35.0000000000000000,-10.3076681000000008,19.1905359000000004
36.0000000000000000,-15.1262643000000008,14.6850655999999997
37.0000000000000000,-18.7750750000000011,13.6203616000000007
38.0000000000000000,-17.5426436000000017,13.4831877000000002
39.0000000000000000,-12.7028470000000002,15.6414588000000006
40.0000000000000000,-9.0016944199999998,20.3223492999999991
41.0000000000000000,-10.2712503000000002,17.8602375000000002
42.0000000000000000,-16.3055054000000013,13.3434185000000003
43.0000000000000000,-15.0623526999999999,13.2031962000000007
44.0000000000000000,-11.4360893000000008,15.4465071999999992
45.0000000000000000,-10.2197630000000004,16.5646684999999998
46.0000000000000000,-12.6283641000000006,14.3038524000000002
47.0000000000000000,-20.0000000000000000,11.8750000000000000
48.0000000000000000,-8.9623671700000003,17.6976885999999993
49.0000000000000000,-7.6761173200000004,20.1436448000000006
50.0000000000000000,-13.8150700999999998,13.0667839000000008
51.0000000000000000,-17.5117270000000005,11.7812975000000009
52.0000000000000000,-7.6685497800000002,18.8565955999999986
53.0000000000000000,-10.1607409000000004,15.2864641999999993
54.0000000000000000,-12.5633897000000001,12.9371427000000008
55.0000000000000000,-15.0171469999999996,11.6529103999999997
56.0000000000000000,-7.6485989900000000,17.5859123000000004
57.0000000000000000,-6.3351414300000002,20.0356774999999985
58.0000000000000000,-10.1017188999999998,14.0082597999999994
59.0000000000000000,-8.8758472099999999,15.1611747000000001
60.0000000000000000,-11.3081528999999996,12.8179133000000007
61.0000000000000000,-20.0000000000000000,10.0000000000000000
62.0000000000000000,-18.7500000000000000,10.0000000000000000
63.0000000000000000,-7.6203927000000000,16.3261396999999988
64.0000000000000000,-17.5000000000000000,10.0000000000000000
65.0000000000000000,-12.5174322000000000,11.5122263999999994
66.0000000000000000,-16.2500000000000000,10.0000000000000000
67.0000000000000000,-6.3218380900000000,17.5207546000000001
68.0000000000000000,-10.0502315000000007,12.7126908000000007
69.0000000000000000,-5.0000000000000000,20.0000000000000000
70.0000000000000000,-15.0000000000000000,10.0000000000000000
71.0000000000000000,-7.5880586599999997,15.0718224000000003
72.0000000000000000,-13.7500000000000000,10.0000000000000000
73.0000000000000000,-5.0000000000000000,18.7500000000000000
74.0000000000000000,-8.7893272499999995,12.6246607999999991
75.0000000000000000,-7.5557246200000003,13.8175051000000000
76.0000000000000000,-12.5000000000000000,10.0000000000000000
77.0000000000000000,-5.0000000000000000,17.5000000000000000
78.0000000000000000,-20.0000000000000000,8.1250000000000000
79.0000000000000000,-10.0138137000000000,11.3823924000000005
80.0000000000000000,-6.2925707199999996,15.0178387999999998
81.0000000000000000,-17.5117270000000005,8.2187770199999992
82.0000000000000000,-3.7500000000000000,20.0000000000000000
83.0000000000000000,-11.2500000000000000,10.0000000000000000
84.0000000000000000,-5.0000000000000000,16.2500000000000000
85.0000000000000000,-15.0171469999999996,8.3472665100000007
86.0000000000000000,-7.5275183300000004,12.5577324000000008
87.0000000000000000,-3.7500000000000000,17.5000000000000000
