bulk modulus samples [N/mm^2],shear modulus samples [N/mm^2]
130868.852088052,71979.0211636867
125895.053056193,73840.0544412458
136821.979769856,71542.8527580889
117611.320609054,74749.1835639783
144343.249932832,76703.4679769667
127072.531571981,74247.2115786886
121205.498607454,74201.5424317335
132048.527696484,76278.768532996
135992.2009209,75275.8785553729
124380.67389415,72936.2633683284
120313.9188945,72992.1364765698
139170.972493184,73099.777006464
131481.348794287,72929.4801820069
144540.49764634,75355.4708251072
131519.081669,74590.0490150025
120253.227185497,74158.6504340162
148949.937152555,72376.4595477313
130036.159194957,73056.2111527172
124847.497555821,72820.5083344108
140144.56125935,72691.2516150819
136429.913645298,76491.2537648406
123144.961600192,76006.4385914127
112559.538523567,74827.5993948866
132122.856785697,77106.56927517
149480.663874359,74652.560065205
126655.275951708,74094.1501316995
131933.66780345,75370.0372798561
141258.449111718,72052.2121327828
142401.273663301,72415.7086959813
110869.977900888,74477.0035590793
119676.131591366,72714.8100087205
124329.308372767,74792.3457323383
130563.71170155,75777.996457462
124647.767047957,72635.0623921421
126303.018506412,73583.9634631633
121608.808157166,71009.0794726512
130189.227898067,75714.8535198306
129401.928980873,74278.935765743
139710.859199855,72517.5035354502
141843.038806188,76462.3137850934
124501.279581625,72082.4401111086
128548.954521386,75164.2297367741
134751.783006963,72218.7929173321
126322.448565473,71233.344175903
134471.428977751,72235.8401450064
108384.23721036,74970.8692155761
131356.271053918,72919.9748902145
124639.311621744,75267.2908392232
110806.527194955,75787.5705113015
115702.230363603,71760.1190942379
122841.452871308,75048.0669838136
108927.875112052,72213.2646933801
115620.826587752,72920.173755883
132990.807020232,73226.8688195381
131684.898687616,73872.5906692029
130838.638468478,74310.1877146726
108244.339879984,70491.7823738124
117459.941013533,73521.7112489617
165479.610611997,75738.5878653167
131401.039946335,70391.5551056657
113418.766244937,72359.8657665934
126525.448390968,74192.6595575312
137479.549506775,69997.9247965618
129822.704782845,71848.0355988499
129974.310747362,79986.550248122
127599.718110149,73855.4813639562
143468.728425041,72174.2158265627
120154.26017023,74107.7073564278
130159.138412999,73397.2550237694
149564.030030765,74197.9345126069
146147.579693858,74535.579973032
116885.538887749,74537.4903427283
124295.946120299,75586.3074557734
137574.585647645,73295.736824722
121589.854720447,73389.0381921983
147916.473656727,72931.6180278842
135151.943087921,73525.9091443414
138840.455942888,76235.2593575656
147760.228767102,75892.9940320278
127893.162008878,75468.8524483676
139349.397398967,74018.4237410017
134914.908769028,75577.1875416932
112339.900389438,72752.6831936074
137681.987148374,71779.0069649571
120238.308234564,75372.2506013596
140143.247295859,74155.9408432215
138579.185667297,72572.9930220216
120615.110663589,75812.7644735874
129583.74405334,72454.7043301193
124804.621056836,72846.6372800583
129237.095306147,74012.0740778545
124451.857665504,73024.602021992
127839.404232683,76326.6315184011
141024.504754142,72420.7662926723
133378.579683909,75443.8217880326
143045.930344311,73372.5232789864
133183.347064926,77584.0048026132
150637.425871049,71674.556905143
122576.7116566,72299.8150323331
125832.489704045,73384.1785375417
129556.907848885,71885.4958362983
125895.053056193,73840.0544412458
130470.647894447,72266.084438248
117611.320609054,74749.1835639783
144343.249932832,76703.4679769667
127072.531571981,74247.2115786886
121205.498607454,74201.5424317335
132048.527696484,76278.768532996
135992.2009209,75275.8785553729
130676.581322679,73107.7979099224
117779.680131886,72109.1650205036
139170.972493184,73099.777006464
131481.348794287,72929.4801820069
136342.601183346,73555.4182175626
131616.163460546,74569.2986122787
120253.227185497,74158.6504340162
163325.622314349,72435.0781627293
131916.436266738,72439.3895674466
124847.497555821,72820.5083344108
140144.56125935,72691.2516150819
129989.413799942,74996.5647274653
123144.961600192,76006.4385914127
121639.166592422,74304.4650245658
131941.844497266,76976.4634117614
149480.663874359,74652.560065205
132487.284174156,74640.656660925
131423.400823878,76000.2294829595
141258.449111718,72052.2121327828
137505.544173986,72581.7852420018
110869.977900888,74477.0035590793
119676.131591366,72714.8100087205
118279.331126468,75404.6758977287
143641.711615589,75732.2919297435
124647.767047957,72635.0623921421
126303.018506412,73583.9634631633
121608.808157166,71009.0794726512
130189.227898067,75714.8535198306
129401.928980873,74278.935765743
141809.149186938,72414.6178261786
141843.038806188,76462.3137850934
124242.622164646,71106.6579820588
128548.954521386,75164.2297367741
134751.783006963,72218.7929173321
126322.448565473,71233.344175903
134471.428977751,72235.8401450064
114004.88276121,74878.3483702402
131356.271053918,72919.9748902145
128127.868011288,76350.0298821243
110806.527194955,75787.5705113015
115702.230363603,71760.1190942379
122841.452871308,75048.0669838136
108927.875112052,72213.2646933801
118442.312514558,73095.5004427382
132990.807020232,73226.8688195381
131684.898687616,73872.5906692029
130838.638468478,74310.1877146726
108244.339879984,70491.7823738124
117459.941013533,73521.7112489617
165479.610611997,75738.5878653167
131401.039946335,70391.5551056657
113418.766244937,72359.8657665934
126525.448390968,74192.6595575312
137479.549506775,69997.9247965618
129822.704782845,71848.0355988499
129974.310747362,79986.550248122
127827.732777108,73686.0532242308
141075.310017314,72257.2848994894
119860.254080125,74146.3643126123
130972.922419964,73121.5570179047
141182.138602869,73910.5189408449
125939.096946065,72379.5897616231
119649.841356647,74412.0492554313
124295.946120299,75586.3074557734
131185.506332686,71666.5729021095
111354.028645184,72316.7243236278
147916.473656727,72931.6180278842
135151.943087921,73525.9091443414
138840.455942888,76235.2593575656
141406.121201533,75651.9560528307
124939.095425483,74287.7404792653
137459.215901727,73783.1227737302
134914.908769028,75577.1875416932
112339.900389438,72752.6831936074
133561.018839641,72977.4028611615
120238.308234564,75372.2506013596
136393.759241219,74030.3349901206
140362.282017012,76748.5511911026
124443.756791759,75013.1566573514
126425.550947134,71664.5324939779
124804.621056836,72846.6372800583
133386.949818665,74433.468448087
124451.857665504,73024.602021992
127839.404232683,76326.6315184011
141024.504754142,72420.7662926723
135722.017988421,74150.2013681323
143045.930344311,73372.5232789864
133183.347064926,77584.0048026132
150637.425871049,71674.556905143
122576.7116566,72299.8150323331
125832.489704045,73384.1785375417
129556.907848885,71885.4958362983
125895.053056193,73840.0544412458
130470.647894447,72266.084438248
117611.320609054,74749.1835639783
136516.75728353,75350.1162061579
129105.452982351,72473.7464756935
121205.498607454,74201.5424317335
118261.798958133,73812.1745219028
135992.2009209,75275.8785553729
129603.178990867,71219.309911704
120709.331155455,72284.127201979
139813.155683661,73907.9023834757
132962.671240129,73261.4396048785
133876.994669733,73971.083288734
126989.654490254,75588.1067734529
119202.889355782,73528.9609962502
163325.622314349,72435.0781627293
131916.436266738,72439.3895674466
124835.182473895,72887.3894773057
138418.920000207,72684.9946796086
127865.826477796,75070.5744275984
123144.961600192,76006.4385914127
126707.49026997,73744.8662930214
131941.844497266,76976.4634117614
149480.663874359,74652.560065205
133946.999510661,76037.9373026768
133845.437578113,74392.9271171852
141645.084810033,72028.3383330214
137505.544173986,72581.7852420018
109007.07102856,74676.2166909661
136838.185230728,73515.6419967746
118279.331126468,75404.6758977287
143641.711615589,75732.2919297435
122628.975511933,72074.7010868025
126454.96066104,73855.201920157
118938.433517315,70744.8923088223
131047.49258555,76071.4375672087
140041.897771805,74426.7668476601
144023.626075228,72210.6439931972
141843.038806188,76462.3137850934
128704.589001076,71456.0530913479
128548.954521386,75164.2297367741
128028.690647025,74412.7348072892
126322.448565473,71233.344175903
140264.369214432,71979.0038943822
125607.496195239,73584.4961589779
132775.25621177,73061.5244254017
128127.868011288,76350.0298821243
110806.527194955,75787.5705113015
115702.230363603,71760.1190942379
122841.452871308,75048.0669838136
108927.875112052,72213.2646933801
118442.312514558,73095.5004427382
126433.959801285,74197.5089094347
131361.377168545,72443.4654291714
132002.638799363,74098.5401275171
112661.736796167,71543.1606426108
117459.941013533,73521.7112489617
165479.610611997,75738.5878653167
137213.09379074,71879.3791159981
116863.175859644,72773.4299194193
126525.448390968,74192.6595575312
137479.549506775,69997.9247965618
129822.704782845,71848.0355988499
129974.310747362,79986.550248122
125672.686299368,72117.5558739826
141075.310017314,72257.2848994894
123569.10217464,75111.5481284646
118765.246337273,72135.1968977443
141182.138602869,73910.5189408449
129012.739214242,71114.2151445517
119649.841356647,74412.0492554313
124738.685334286,75861.4969714375
131185.506332686,71666.5729021095
111354.028645184,72316.7243236278
147916.473656727,72931.6180278842
135151.943087921,73525.9091443414
141642.768656935,76211.9840040118
141406.121201533,75651.9560528307
123151.972593828,74469.4674610438
137459.215901727,73783.1227737302
134914.908769028,75577.1875416932
110006.007992211,71868.7436021233
133430.483967862,72872.6162441668
122386.558317859,75188.8162816587
139512.374594213,73155.1436885135
140362.282017012,76748.5511911026
124443.756791759,75013.1566573514
126425.550947134,71664.5324939779
124804.621056836,72846.6372800583
131390.143655991,74912.1146053522
124451.857665504,73024.602021992
131849.254556904,77352.4222960337
141024.504754142,72420.7662926723
135722.017988421,74150.2013681323
143045.930344311,73372.5232789864
133183.347064926,77584.0048026132
150637.425871049,71674.556905143
114060.19079586,74141.511639664
125832.489704045,73384.1785375417
130154.379125577,71739.5165589828
139214.099321468,73888.7013133178
129080.031684989,71239.3377322822
117611.320609054,74749.1835639783
139043.334034827,77095.8143472165
130855.368273613,72331.2358530563
125111.610873847,75765.0723696801
116813.663665592,73386.4002664612
135992.2009209,75275.8785553729
130414.75477032,71480.2080409356
121129.799149531,73197.7161639035
139813.155683661,73907.9023834757
131086.242027963,73251.3344904794
133876.994669733,73971.083288734
128365.041091822,75898.7157530373
121014.677958939,73322.5811183288
163325.622314349,72435.0781627293
133467.07422077,72914.1315882532
123323.751307283,74568.3096796048
138418.920000207,72684.9946796086
127865.826477796,75070.5744275984
123144.961600192,76006.4385914127
126707.49026997,73744.8662930214
131941.844497266,76976.4634117614
149480.663874359,74652.560065205
133946.999510661,76037.9373026768
136403.959595717,73637.1616895586
141516.516907644,72551.0513586851
133551.08014085,72104.9618396665
109007.07102856,74676.2166909661
143161.214386373,75370.8692936628
120535.308660669,75286.1106414858
128901.688427134,74103.6108457177
124206.497351721,72096.9122518695
126454.96066104,73855.201920157
119037.143080706,70770.2315548617
131047.49258555,76071.4375672087
141184.824007321,73790.6448527681
144023.626075228,72210.6439931972
141843.038806188,76462.3137850934
128704.589001076,71456.0530913479
122435.381745307,74767.6438526141
128028.690647025,74412.7348072892
129719.992429173,73374.2985760767
140264.369214432,71979.0038943822
127179.757037597,73565.3845428773
128782.217921292,75661.9300246104
120353.099415341,75166.5416891633
110806.527194955,75787.5705113015
114840.023594041,71007.5571039287
122126.168471269,74896.4963768886
116519.345063471,72739.0949165586
118442.312514558,73095.5004427382
126433.959801285,74197.5089094347
131361.377168545,72443.4654291714
131176.895693169,72826.5303543816
134309.069570236,71905.5343378046
116986.44961655,73608.0323414109
149003.211991174,73489.0761155378
137213.09379074,71879.3791159981
116863.175859644,72773.4299194193
127020.370254327,74461.6782278493
137479.549506775,69997.9247965618
129822.704782845,71848.0355988499
137193.564762023,78351.9520087222
125384.210842487,72331.8861613803
146238.059557619,71787.978489024
123791.448994335,74944.9781986604
117974.481114958,72203.8763950153
141182.138602869,73910.5189408449
131572.027914553,71356.7377009155
107768.067444007,72682.1773407847
125281.954181081,75622.2671601208
129873.302852354,70279.1721805478
111354.028645184,72316.7243236278
144338.122738566,72634.8669319985
135151.943087921,73525.9091443414
141642.768656935,76211.9840040118
141406.121201533,75651.9560528307
123157.192041074,73325.2445235688
137459.215901727,73783.1227737302
133334.202068849,74419.5953717739
110006.007992211,71868.7436021233
133430.483967862,72872.6162441668
122386.558317859,75188.8162816587
130243.506076416,74292.5297309975
140362.282017012,76748.5511911026
124565.503039362,74863.6953138113
127543.410174558,74285.9678294042
128285.441087978,72422.6530220124
131390.143655991,74912.1146053522
124451.857665504,73024.602021992
131849.254556904,77352.4222960337
141024.504754142,72420.7662926723
135722.017988421,74150.2013681323
143045.930344311,73372.5232789864
133183.347064926,77584.0048026132
150637.425871049,71674.556905143
114060.19079586,74141.511639664
125832.489704045,73384.1785375417
130154.379125577,71739.5165589828
139214.099321468,73888.7013133178
129080.031684989,71239.3377322822
132758.12151379,74877.633429108
139043.334034827,77095.8143472165
132076.546256469,71915.0484995075
124604.521465624,77439.8698443797
116813.663665592,73386.4002664612
137974.871207308,74740.8812901752
132572.69343471,73312.3416030557
109393.874323859,72183.9760872681
139774.737822848,73899.2776115603
131086.242027963,73251.3344904794
146660.18940043,74602.1446716757
120289.235249815,74142.3042589946
125154.083401747,73691.1819450357
163325.622314349,72435.0781627293
133467.07422077,72914.1315882532
121404.577272866,76651.3818646213
138418.920000207,72684.9946796086
127865.826477796,75070.5744275984
123144.961600192,76006.4385914127
126707.49026997,73744.8662930214
136059.713044284,76716.3894358528
151685.71588322,74820.5335570721
133946.999510661,76037.9373026768
132167.507701127,73947.3722498436
154445.91179958,72726.7034552346
133551.08014085,72104.9618396665
121061.399933049,75376.9285429999
135515.146577231,75525.6415749418
120535.308660669,75286.1106414858
135017.560133447,74266.7532241259
124990.109585733,72253.2562452175
126454.96066104,73855.201920157
119037.143080706,70770.2315548617
132675.647787122,75650.4439581121
141184.824007321,73790.6448527681
136912.947799987,71987.3155687806
142362.479560653,76361.9033900709
127803.394264105,72771.2958570339
122362.403520467,74798.0546702512
127760.852070268,74795.6333430818
129719.992429173,73374.2985760767
127070.835633705,72902.3098380022
120734.007474031,72619.9906780327
125444.552400915,76769.6293663533
120353.099415341,75166.5416891633
114543.065334744,75853.8519293533
114840.023594041,71007.5571039287
123266.612627751,74444.7867844385
116933.762329589,73166.3979550488
123554.617984415,71293.1076356196
126433.959801285,74197.5089094347
131361.377168545,72443.4654291714
119793.481632699,72302.87668603
134309.069570236,71905.5343378046
116986.44961655,73608.0323414109
149003.211991174,73489.0761155378
137213.09379074,71879.3791159981
112131.609500421,71808.4101735406
127323.707915895,74412.0026600538
137479.549506775,69997.9247965618
129822.704782845,71848.0355988499
137193.564762023,78351.9520087222
125384.210842487,72331.8861613803
146238.059557619,71787.978489024
120692.80755805,74968.2507440778
117974.481114958,72203.8763950153
141182.138602869,73910.5189408449
131572.027914553,71356.7377009155
107768.067444007,72682.1773407847
109727.722941188,75061.6231793777
129873.302852354,70279.1721805478
111354.028645184,72316.7243236278
139757.003170925,74135.1736768273
133799.489528327,74190.8383651542
141642.768656935,76211.9840040118
141406.121201533,75651.9560528307
123157.192041074,73325.2445235688
135826.175367062,73540.9430499145
134935.853705846,74238.8966238541
110006.007992211,71868.7436021233
133430.483967862,72872.6162441668
103766.499083733,70931.4174252166
130713.651641271,74244.4129037033
140220.818407169,76715.9034223687
124565.503039362,74863.6953138113
128473.587574311,74257.3064416705
129399.983232271,72430.1942401311
131390.143655991,74912.1146053522
140780.651740238,72251.1562270035
128577.91607618,76846.5606126951
147772.971281282,71736.4145662249
135229.40706623,74117.8584806406
140751.068611575,72969.3518895802
133183.347064926,77584.0048026132
157781.570563962,72584.8939571776
119507.39188046,74860.2911041894
125832.489704045,73384.1785375417
130208.625259076,72021.3547774819
162500.641559706,74705.8549597072
129401.118190445,71428.0739107648
136250.466064741,75130.8090749081
139026.108406527,77092.8412560825
132076.546256469,71915.0484995075
127307.854116885,76289.3882769026
116713.986853133,73377.0778191443
122644.617491314,76480.988102821
132572.69343471,73312.3416030557
119395.083337609,74454.1741891868
139774.737822848,73899.2776115603
131086.242027963,73251.3344904794
146660.18940043,74602.1446716757
120289.235249815,74142.3042589946
125711.463152147,74363.5783085691
163325.622314349,72435.0781627293
133467.07422077,72914.1315882532
121404.577272866,76651.3818646213
138418.920000207,72684.9946796086
136927.643925985,75729.9860450993
120751.162562712,75252.1858998856
123016.874773018,73208.871859134
136059.713044284,76716.3894358528
151685.71588322,74820.5335570721
136912.854479113,75165.8581017101
142325.340393826,73043.6525173274
154445.91179958,72726.7034552346
133551.08014085,72104.9618396665
121061.399933049,75376.9285429999
140119.71518674,76087.9955472981
120535.308660669,75286.1106414858
135017.560133447,74266.7532241259
124990.109585733,72253.2562452175
126454.96066104,73855.201920157
119037.143080706,70770.2315548617
132675.647787122,75650.4439581121
141184.824007321,73790.6448527681
136912.947799987,71987.3155687806
142362.479560653,76361.9033900709
140465.385578053,73042.2988335521
122362.403520467,74798.0546702512
127760.852070268,74795.6333430818
124431.8683008,70041.9993989372
109270.887025686,69488.107792106
120734.007474031,72619.9906780327
125444.552400915,76769.6293663533
120353.099415341,75166.5416891633
114543.065334744,75853.8519293533
114840.023594041,71007.5571039287
115883.924947707,75946.5241102862
116933.762329589,73166.3979550488
123554.617984415,71293.1076356196
128252.491020176,73741.934099185
132411.860880281,72678.2699245561
119793.481632699,72302.87668603
134309.069570236,71905.5343378046
121220.487138141,74046.2298824334
146094.453003933,73238.0782391929
137213.09379074,71879.3791159981
112131.609500421,71808.4101735406
133023.265069936,72255.6944898606
133809.800533465,70706.0531557598
129822.704782845,71848.0355988499
133814.991224691,77418.6867127745
125384.210842487,72331.8861613803
151075.620733587,71465.7800932957
131945.123857224,74476.5412142007
119734.895314293,71593.8405589586
141182.138602869,73910.5189408449
127770.24869726,73336.4933794935
107768.067444007,72682.1773407847
110391.284853696,75035.9537992075
129873.302852354,70279.1721805478
111354.028645184,72316.7243236278
143349.785637892,74726.6198904084
133799.489528327,74190.8383651542
138237.752507592,75962.2764812855
136423.438642645,75053.162704633
123263.371273449,73128.4854527536
132300.700008978,73297.6757534353
135687.836971362,74359.8129149784
110006.007992211,71868.7436021233
133430.483967862,72872.6162441668
102101.72382291,70765.7422469457
130713.651641271,74244.4129037033
140447.826695969,76762.2730401209
114790.859036229,74272.7821001183
126513.974717687,74476.7204776007
131171.624542857,71956.4392136481
136705.469611925,75082.7087453109
147325.193708266,71586.59799111
128577.91607618,76846.5606126951
146594.685541987,72041.8889118878
112335.42423375,73140.2983658215
143073.667331468,72773.358190877
133183.347064926,77584.0048026132
157781.570563962,72584.8939571776
119507.39188046,74860.2911041894
126310.130498221,73713.3930859215
128108.86143246,71556.5092820648
162500.641559706,74705.8549597072
129401.118190445,71428.0739107648
136250.466064741,75130.8090749081
139026.108406527,77092.8412560825
132076.546256469,71915.0484995075
127307.854116885,76289.3882769026
116713.986853133,73377.0778191443
122851.76401851,76442.0908219698
132572.69343471,73312.3416030557
121151.830852659,74158.9860826978
151273.417441942,75222.11645316
130818.111623054,72961.2242999941
147111.677842277,74543.4359968662
120289.235249815,74142.3042589946
125050.999036196,74470.4177505352
163325.622314349,72435.0781627293
133467.07422077,72914.1315882532
121404.577272866,76651.3818646213
133643.629485627,72791.9913575078
138214.234772528,77457.049888625
120751.162562712,75252.1858998856
123016.874773018,73208.871859134
121669.518223845,74547.277113694
151685.71588322,74820.5335570721
136912.854479113,75165.8581017101
139262.324927689,73128.0397435459
148577.798395989,74103.5129261547
133551.08014085,72104.9618396665
119526.295268483,75557.0450684627
139872.19950745,75973.7113929299
118200.836118851,74940.284377662
137035.823207986,74136.1613765687
128080.01131668,72759.1448109402
126454.96066104,73855.201920157
123947.13819127,72231.1317329883
132675.647787122,75650.4439581121
141184.824007321,73790.6448527681
136912.947799987,71987.3155687806
139904.921018396,76098.2889172325
148575.911215452,73881.2234995668
118456.789693881,74699.3293337339
127760.852070268,74795.6333430818
123333.677843947,72565.8667103609
114229.949051563,72079.1846321268
120734.007474031,72619.9906780327
128262.392000291,74706.987195249
119515.305323326,75373.2523273975
113857.502070133,75011.1820592945
114840.023594041,71007.5571039287
115277.185716921,75702.4824613237
116445.86003595,72932.1978492142
128260.058540805,73541.0102840247
128252.491020176,73741.934099185
124494.483281575,71674.3796527684
119793.481632699,72302.87668603
140370.238295806,72505.6790267957
121220.487138141,74046.2298824334
146094.453003933,73238.0782391929
135830.348985566,72278.6024671254
121112.953355662,73237.4723535918
133023.265069936,72255.6944898606
129283.617400867,71365.921958875
129822.704782845,71848.0355988499
126841.464709331,75834.6642170714
125384.210842487,72331.8861613803
151075.620733587,71465.7800932957
138524.763530514,78360.0357980666
119734.895314293,71593.8405589586
136767.732784709,74304.5125571261
129572.422969184,73569.4178604039
107768.067444007,72682.1773407847
110391.284853696,75035.9537992075
129873.302852354,70279.1721805478
114286.329815776,72356.6239700654
143349.785637892,74726.6198904084
132399.967178009,75181.3380391124
138237.752507592,75962.2764812855
136423.438642645,75053.162704633
123263.371273449,73128.4854527536
132300.700008978,73297.6757534353
135687.836971362,74359.8129149784
110006.007992211,71868.7436021233
161869.655904873,72156.9058320668
138472.800890022,73138.4030246347
130713.651641271,74244.4129037033
141768.583612145,76104.0574531199
114227.682820075,74378.3976997679
130130.427822804,72937.4859571699
128434.342492066,70538.3025177078
136035.119057391,75095.3161044307
138938.562206943,71124.1204020428
128577.91607618,76846.5606126951
146594.685541987,72041.8889118878
112335.42423375,73140.2983658215
145382.211065384,72681.309301022
132022.203341572,75185.0534627304
157781.570563962,72584.8939571776
119507.39188046,74860.2911041894
126310.130498221,73713.3930859215
128108.86143246,71556.5092820648
162500.641559706,74705.8549597072
129401.118190445,71428.0739107648
136250.466064741,75130.8090749081
139026.108406527,77092.8412560825
132076.546256469,71915.0484995075
127307.854116885,76289.3882769026
128029.336765065,73916.0134008287
131657.264198734,73652.3879843973
142184.726017422,73874.4732173323
120736.161273639,70059.9642070501
142302.434728763,73811.0294884549
133806.786561841,71502.037169822
147111.677842277,74543.4359968662
120289.235249815,74142.3042589946
126744.685673458,75611.4826999634
163325.622314349,72435.0781627293
124665.986200774,74582.6548643319
122476.159746216,76537.4111846179
133643.629485627,72791.9913575078
138214.234772528,77457.049888625
120751.162562712,75252.1858998856
132544.450160178,71334.1095953746
121669.518223845,74547.277113694
150072.379790115,74828.9498312078
136912.854479113,75165.8581017101
150169.398669481,73343.5089978683
148577.798395989,74103.5129261547
133215.819273494,72200.705144145
119526.295268483,75557.0450684627
130171.988897143,75687.5882080349
123631.945064247,74088.3975430027
138167.786669875,72702.5399195575
134533.730464741,73021.9503187654
126075.456817674,73842.557729168
123947.13819127,72231.1317329883
132675.647787122,75650.4439581121
148018.784800409,73703.1559427443
136912.947799987,71987.3155687806
139904.921018396,76098.2889172325
148575.911215452,73881.2234995668
118456.789693881,74699.3293337339
127760.852070268,74795.6333430818
123333.677843947,72565.8667103609
114229.949051563,72079.1846321268
120734.007474031,72619.9906780327
128261.017530638,74020.1958066018
119515.305323326,75373.2523273975
113857.502070133,75011.1820592945
114530.738261264,71062.6567094361
115277.185716921,75702.4824613237
117529.836413647,72225.4705128178
128260.058540805,73541.0102840247
133095.082348582,73498.4621927239
124494.483281575,71674.3796527684
119793.481632699,72302.87668603
138450.957395698,73744.4895051269
123003.7004196,73518.2583254373
146094.453003933,73238.0782391929
135830.348985566,72278.6024671254
121112.953355662,73237.4723535918
131731.933396562,72604.1507210026
129283.617400867,71365.921958875
129785.738400858,72994.2296131712
126841.464709331,75834.6642170714
124594.797855768,72322.7313439755
148812.196370402,71529.6360625701
138524.763530514,78360.0357980666
119033.04349849,70756.7307094867
136767.732784709,74304.5125571261
129572.422969184,73569.4178604039
107768.067444007,72682.1773407847
117531.838685236,73673.1617838678
129873.302852354,70279.1721805478
114286.329815776,72356.6239700654
133051.898965661,74825.9810999147
131336.233593594,74584.9041014852
138237.752507592,75962.2764812855
137336.185239003,75496.3662815137
123183.528834062,73767.4136854869
132300.700008978,73297.6757534353
135687.836971362,74359.8129149784
122453.115977758,73945.143277011
164652.157804704,72024.0458270977
138472.800890022,73138.4030246347
130713.651641271,74244.4129037033
145879.13197315,77100.733109812
118365.947832802,74150.6321509247
129022.576456193,72540.4498738405
128434.342492066,70538.3025177078
136035.119057391,75095.3161044307
138938.562206943,71124.1204020428
124465.439654306,74403.7655595838
147477.861330085,71838.5405830204
112335.42423375,73140.2983658215
137043.850831415,72506.1877722284
129869.674115606,74181.1866984848
151520.72178092,72764.3687051761
119507.39188046,74860.2911041894
126310.130498221,73713.3930859215
128108.86143246,71556.5092820648
160345.871381296,74817.4368748038
131555.330580293,74205.8414043761
136250.466064741,75130.8090749081
139026.108406527,77092.8412560825
135699.058311424,72617.2560016451
127307.854116885,76289.3882769026
131043.75320428,72671.3584553507
125546.770882352,73338.7328716933
129688.989850763,73567.1274941003
120736.161273639,70059.9642070501
137553.590811741,73720.8979212717
133806.786561841,71502.037169822
147111.677842277,74543.4359968662
122127.211060114,72454.4438699385
126744.685673458,75611.4826999634
174295.551924663,72172.6819232033
124665.986200774,74582.6548643319
122476.159746216,76537.4111846179
127169.23717019,72646.3750104075
139155.170224327,77631.0505446731
120751.162562712,75252.1858998856
119403.263208154,72508.6077819522
122049.718341409,74489.226825168
150072.379790115,74828.9498312078
144132.30433095,75775.3358913315
150169.398669481,73343.5089978683
148577.798395989,74103.5129261547
133215.819273494,72200.705144145
119526.295268483,75557.0450684627
130171.988897143,75687.5882080349
115628.351194102,75618.5781873763
138167.786669875,72702.5399195575
147507.128340017,75981.0378171019
126075.456817674,73842.557729168
129237.722081305,73478.0290268936
133305.554818252,76151.5518684823
145681.57807525,73642.86290845
136912.947799987,71987.3155687806
139904.921018396,76098.2889172325
148575.911215452,73881.2234995668
118456.789693881,74699.3293337339
127760.852070268,74795.6333430818
122606.028291422,72962.9090906257
118098.741588909,72139.6807078368
120734.007474031,72619.9906780327
137204.749709273,74056.8731723772
119515.305323326,75373.2523273975
113857.502070133,75011.1820592945
114530.738261264,71062.6567094361
118467.533561018,75258.3825433978
117529.836413647,72225.4705128178
132184.321573679,72886.6073434219
127874.017654341,75826.9249682115
136030.057694869,73137.7005285934
119793.481632699,72302.87668603
138450.957395698,73744.4895051269
112266.973039542,73773.0001824858
146094.453003933,73238.0782391929
135830.348985566,72278.6024671254
117953.726820464,74697.8065944849
130424.704356495,72779.8714249099
129127.655816542,72067.6556837537
129785.738400858,72994.2296131712
126841.464709331,75834.6642170714
124594.797855768,72322.7313439755
148812.196370402,71529.6360625701
138524.763530514,78360.0357980666
129733.617952647,71493.1980130578
136767.732784709,74304.5125571261
129572.422969184,73569.4178604039
107768.067444007,72682.1773407847
117531.838685236,73673.1617838678
129873.302852354,70279.1721805478
114286.329815776,72356.6239700654
134072.567616095,74918.1304509921
132606.647784885,75316.3251020599
137980.834894423,75807.8390040113
136806.371816799,75513.4448484422
120451.176728016,72913.3136864544
130443.794140605,73515.9386094271
147244.236282698,73762.0462053502
115861.863943723,74221.8015094073
163110.694504437,72120.8891247798
146866.980152412,72731.9016571225
121859.962375351,74039.0092499768
145879.13197315,77100.733109812
126944.092015389,73387.7797180021
129022.576456193,72540.4498738405
128833.306747678,71600.8870191446
140555.863236672,74348.2964661033
138938.562206943,71124.1204020428
124465.439654306,74403.7655595838
147477.861330085,71838.5405830204
105914.22261257,73317.789691565
133116.372420343,73584.643832202
129869.674115606,74181.1866984848
133430.951320195,73844.8076831529
119507.39188046,74860.2911041894
128811.099419111,73712.2137048061
129893.401428534,71167.4002390687
142571.19947904,75609.3564690996
131555.330580293,74205.8414043761
136250.466064741,75130.8090749081
139026.108406527,77092.8412560825
135699.058311424,72617.2560016451
127307.854116885,76289.3882769026
128145.074804731,72514.6574359409
125546.770882352,73338.7328716933
133862.986495393,73797.274281329
119681.046112633,69994.4030063788
137553.590811741,73720.8979212717
123026.89151276,71973.9705951918
147111.677842277,74543.4359968662
111710.172589255,72057.9060436019
126744.685673458,75611.4826999634
143117.665018463,72363.4821007479
124665.986200774,74582.6548643319
122476.159746216,76537.4111846179
122624.077575962,73989.485026647
140644.588778067,78184.4179857045
123680.241274379,75346.648037472
119403.263208154,72508.6077819522
122049.718341409,74489.226825168
150072.379790115,74828.9498312078
144132.30433095,75775.3358913315
150169.398669481,73343.5089978683
136546.702933333,74336.9895178907
133215.819273494,72200.705144145
119526.295268483,75557.0450684627
140924.322029647,77401.1583492473
111476.159115753,75900.2204553864
138167.786669875,72702.5399195575
147507.128340017,75981.0378171019
120736.063203133,74678.0968332957
129067.242846505,73464.7869720962
140293.985325987,75600.2899305548
