bulk modulus samples [N/mm^2],shear modulus samples [N/mm^2]
124737.120196941,75066.036828668
120615.858921935,75546.451616608
127400.288190866,73183.8005338472
135380.324555947,70916.7474935305
132759.666583701,71714.0598743661
162596.203870384,74133.6530047956
120454.705223003,73233.3659146149
135379.650483826,72648.2343729385
147080.048193272,71744.3311814499
114802.342870359,71779.6093678659
140303.239009761,74358.74022994
117805.680837895,75737.5632749395
158680.742913394,71165.0199477771
126683.94826033,74709.2777413199
122906.835332801,72679.3025210318
124800.545248813,71546.8149764132
122440.984557677,72709.5204282201
111491.586587893,76037.9355564796
135056.853866073,78381.0375125009
133424.378807355,75664.6145176221
120326.583717357,74008.337584977
150511.715335752,72215.0887863825
119569.574345332,72584.3307147435
133144.268054651,74048.6391984201
120551.303058577,76237.9307881389
137756.570785535,72368.2166978059
125351.768993299,73002.3325406515
134051.406970437,72653.3834185749
130593.046853903,75902.4337970391
129885.202127753,74162.8149099
126992.106041464,71830.4438504131
123452.222265175,75469.2299927825
121300.497155211,72789.426390706
117853.021841333,73673.8310260223
119639.568158034,72847.4196724434
128914.485110307,73978.8215862952
127072.500739283,73802.8774521961
125689.251514926,74368.1269930169
131972.584343003,73663.4258027376
143840.783215276,72001.2934555446
149151.234807456,73511.1486983205
118013.180519791,72694.6918273421
125305.700973692,73322.5905971416
137817.177556904,77294.1850173212
139044.980295277,73820.1582017062
125605.306323298,72515.2170227091
153312.839642265,73472.8089194194
133754.747306915,73847.2356836968
122701.773484044,72172.8538241839
140599.041782056,74609.2714170705
119383.68172408,73951.0014360152
145855.749766936,78516.908416782
125688.336041593,75484.5545337217
129682.491446644,73473.0571288653
132421.373538232,71950.2575577425
129876.072673429,74054.100360222
145612.11382018,72738.1374591056
130878.011346622,73678.5511522304
124913.769826836,73238.7190484961
121247.586918742,73653.5168515822
134853.303006511,72942.9041464034
131866.730614901,73135.157006245
128206.690481223,74453.0655379404
117490.440899079,70417.4521845314
124970.122420673,74332.3209100113
111631.386646444,72559.3758989808
128374.925724798,73162.4223224749
119453.194828454,73582.2623818647
104574.25813552,72466.0245934848
103764.82331859,72904.4114034646
115858.170625169,74209.3290385605
147517.099565017,73406.9212991569
138760.218107506,73031.4148206548
132808.607410815,75065.0372479233
143979.011209319,76163.7667675487
116394.109999192,72505.5232686313
125398.095203106,75872.2416039853
169133.837040904,74055.8194117976
115514.086389342,71846.677950847
116994.923596247,73042.1672757235
162249.937207688,75860.1367333777
112727.391340687,74600.3810936569
140873.404531262,74246.2393645024
123852.649660982,76600.276286702
118092.523578083,76745.853117339
138508.416675062,71683.935892118
158587.888489938,76838.7950797793
127797.809738941,74403.1735202494
120678.558307925,72934.6293023717
122893.993124529,73802.4151920517
145373.106927407,74516.443631859
147180.86129799,77235.8924858084
132926.264528345,73499.9970625955
150356.916721267,75819.2843115265
113446.478722127,74243.089618424
137229.951757582,71440.6416644981
135837.567085116,73343.1486073438
140466.632831931,73168.0716388834
119647.201959767,71344.9651450915
121696.307840361,73679.7869728816
124737.120196941,75066.036828668
120615.858921935,75546.451616608
121017.807430774,73692.794155108
135380.324555947,70916.7474935305
132759.666583701,71714.0598743661
152283.71652949,75503.5747815721
120442.675527463,73205.2336613498
130725.958440132,70899.7426488629
147080.048193272,71744.3311814499
123578.853984411,71411.5986977378
132302.649168891,75387.0301074987
117805.680837895,75737.5632749395
141979.358389195,72889.6627189582
123340.788389722,75356.924938904
122906.835332801,72679.3025210318
124822.159377395,71563.3893952404
117647.92845918,73635.3281367845
123380.098021783,74632.8995375458
123501.205045104,75852.295681136
133424.378807355,75664.6145176221
120776.490501857,74854.6551812567
150511.715335752,72215.0887863825
119569.574345332,72584.3307147435
131855.770393238,73662.2895156305
120551.303058577,76237.9307881389
137756.570785535,72368.2166978059
125401.085143874,72659.4939582367
134051.406970437,72653.3834185749
133584.203524071,79330.2645080255
129885.202127753,74162.8149099
124193.613580843,73745.4719918237
118383.23970544,75100.5523729843
121300.497155211,72789.426390706
114569.47050725,73627.8706664931
121301.75303899,73127.1287963198
132683.785089165,75050.0951048524
127090.255657719,73807.5174869428
130326.467634165,75457.9842723868
137874.919235844,75405.3217643616
143840.783215276,72001.2934555446
149151.234807456,73511.1486983205
118013.180519791,72694.6918273421
138088.722143802,74200.603226072
137348.191035716,77109.1283413871
139044.980295277,73820.1582017062
125605.306323298,72515.2170227091
148923.19584744,73956.5691220553
128707.864379924,71583.3404886337
122701.773484044,72172.8538241839
140599.041782056,74609.2714170705
119383.68172408,73951.0014360152
145855.749766936,78516.908416782
125688.336041593,75484.5545337217
120337.28490219,74431.2024922968
132300.271693403,71900.8271220667
123041.952523918,70300.0863982548
140648.027819189,72460.0504127725
130878.011346622,73678.5511522304
124830.019116851,73248.2973916979
121247.586918742,73653.5168515822
137240.756506747,72996.9916076324
147979.829379712,74827.0019317422
128206.690481223,74453.0655379404
117490.440899079,70417.4521845314
124970.122420673,74332.3209100113
111631.386646444,72559.3758989808
118260.620520567,72172.0280070795
121391.962485935,74173.7650235896
108186.294475599,72767.3158188367
103764.82331859,72904.4114034646
115858.170625169,74209.3290385605
132332.092355737,73523.0396696244
135162.725440191,72417.8242391167
133928.998742173,74951.2868290327
143979.011209319,76163.7667675487
116394.109999192,72505.5232686313
125149.529020556,74520.6612814354
169133.837040904,74055.8194117976
115514.086389342,71846.677950847
115586.455833185,72691.2770789764
162249.937207688,75860.1367333777
112960.549198389,74611.7428785925
140873.404531262,74246.2393645024
122481.861810885,76153.9792689584
118092.523578083,76745.853117339
140715.354761371,71723.5986319282
158587.888489938,76838.7950797793
127797.809738941,74403.1735202494
114735.924049416,72761.7098729697
129606.252139888,75581.2201824126
139363.256130317,73458.7025150985
141650.761935005,74379.5787146154
137998.856711372,74233.3555628206
141706.424951653,74668.2674111724
113446.478722127,74243.089618424
137229.951757582,71440.6416644981
135837.567085116,73343.1486073438
140466.632831931,73168.0716388834
118353.869188649,71049.4910907491
121258.392922264,73180.8116299423
125663.657308101,75408.1323661166
120697.854219935,75193.3202155508
121017.807430774,73692.794155108
135380.324555947,70916.7474935305
132759.666583701,71714.0598743661
146645.771663253,74622.2151430274
120442.675527463,73205.2336613498
130725.958440132,70899.7426488629
123922.012020622,73572.6808511953
123578.853984411,71411.5986977378
132302.649168891,75387.0301074987
118629.722799842,74804.6094751187
142891.352250273,72747.1579569898
107642.503934224,74877.909198413
122906.835332801,72679.3025210318
123622.273137851,71275.2455209665
117647.92845918,73635.3281367845
123380.098021783,74632.8995375458
123501.205045104,75852.295681136
133424.378807355,75664.6145176221
119410.758946922,74931.9930008813
150511.715335752,72215.0887863825
119569.574345332,72584.3307147435
131847.71762675,74049.5877963557
120551.303058577,76237.9307881389
145200.577430057,70693.9517076886
125401.085143874,72659.4939582367
123166.648723069,74719.8070338717
133506.389903476,77545.5749840869
124717.665086096,72740.5309874006
110792.668295836,73871.2914201549
118383.23970544,75100.5523729843
121300.497155211,72789.426390706
114569.47050725,73627.8706664931
121821.936881851,73229.31045495
132683.785089165,75050.0951048524
123089.600271007,74238.9116550364
130326.467634165,75457.9842723868
130538.828693959,75006.8110178811
139730.264685429,72864.0529449283
145723.150279486,73259.4590272203
117677.608465454,72604.9391870084
163902.878258629,75046.1402494343
136881.681015398,75641.1386455178
145174.347930368,72962.1929228684
144384.285358568,72071.2895008542
148923.19584744,73956.5691220553
128707.864379924,71583.3404886337
126329.876664324,73760.7212524348
147992.803101858,74702.4699521185
119222.328219143,73634.9708397878
145855.749766936,78516.908416782
125688.336041593,75484.5545337217
120337.28490219,74431.2024922968
132300.271693403,71900.8271220667
121868.765923698,73097.0273445203
145027.904181811,71937.0013774041
133338.10082668,73674.9975683651
123151.984780694,73247.4009436017
110373.704000625,72325.6080320828
135512.936220303,74204.7266232726
147979.829379712,74827.0019317422
128206.690481223,74453.0655379404
117490.440899079,70417.4521845314
117883.080915865,74959.181663808
125959.264252348,75825.2794223143
118260.620520567,72172.0280070795
118881.182270118,76650.716731097
111010.705222925,72868.2314035926
103764.82331859,72904.4114034646
115858.170625169,74209.3290385605
132332.092355737,73523.0396696244
135162.725440191,72417.8242391167
155645.258732973,75606.7277496522
147299.427634499,76884.0833834411
116394.109999192,72505.5232686313
125149.529020556,74520.6612814354
169133.837040904,74055.8194117976
118969.849308169,71829.8005088026
115233.702679706,70720.4693361313
162249.937207688,75860.1367333777
116699.325547223,73967.0052711743
143112.48351507,73988.9900243905
122481.861810885,76153.9792689584
122817.498631298,75911.0115463026
171486.89221209,73454.1598112078
158587.888489938,76838.7950797793
127797.809738941,74403.1735202494
117930.860409607,73010.0175631778
127736.230467573,75770.3760077314
139363.256130317,73458.7025150985
141650.761935005,74379.5787146154
147640.638201719,73039.9392977175
137498.234210771,74306.9146690049
113446.478722127,74243.089618424
137229.951757582,71440.6416644981
129943.814313558,73149.9817808419
140466.632831931,73168.0716388834
117214.194299154,70662.5444703285
121258.392922264,73180.8116299423
125200.167099253,74207.2968311357
129848.257518573,74184.764864378
121081.683389236,73701.6098151328
137428.943463819,70588.307679573
132759.666583701,71714.0598743661
128322.624928405,71979.6627639459
120014.33011977,72900.6172763936
130725.958440132,70899.7426488629
132010.027173746,72478.471514879
123246.151181924,72039.2131452282
132302.649168891,75387.0301074987
118629.722799842,74804.6094751187
142891.352250273,72747.1579569898
117273.282109993,74105.7504443483
122906.835332801,72679.3025210318
123622.273137851,71275.2455209665
117647.92845918,73635.3281367845
126114.137601758,75465.4705213356
123501.205045104,75852.295681136
133424.378807355,75664.6145176221
120608.548692375,75813.0373714574
150511.715335752,72215.0887863825
123584.678408107,70826.3604523022
147395.346895058,70556.2286101088
116827.668932268,76842.3227319262
145200.577430057,70693.9517076886
121716.122965591,73858.722739609
113558.897456895,74018.1309154787
133506.389903476,77545.5749840869
124717.665086096,72740.5309874006
120229.701539217,73559.3294995177
118383.23970544,75100.5523729843
121300.497155211,72789.426390706
126511.07429728,72464.7156844285
131688.681962532,72159.2850873191
128094.626256034,75066.2872437904
124657.607291616,75487.7145969629
130326.467634165,75457.9842723868
130538.828693959,75006.8110178811
140947.299016953,72787.6707935451
135817.908587887,73418.9339260506
117677.608465454,72604.9391870084
136996.729200498,72685.2889336258
131353.703060237,74755.8292437866
145174.347930368,72962.1929228684
144384.285358568,72071.2895008542
141945.841545314,74032.8265629269
128707.864379924,71583.3404886337
129863.933970676,71485.3987014396
130718.98325636,72273.2549337646
118833.017138569,74314.955276518
145855.749766936,78516.908416782
118126.744618239,76469.5855349824
119971.104604454,74440.690544424
140031.023197728,73128.0454881778
121868.765923698,73097.0273445203
145027.904181811,71937.0013774041
133338.10082668,73674.9975683651
123151.984780694,73247.4009436017
110199.461989237,72326.0563969854
131578.549347876,74205.7071738849
147979.829379712,74827.0019317422
138757.8806271,75565.8717590694
117490.440899079,70417.4521845314
117883.080915865,74959.181663808
125959.264252348,75825.2794223143
116287.400888914,71208.8629647201
118881.182270118,76650.716731097
116001.048268056,73324.5273484489
103764.82331859,72904.4114034646
110882.311311605,72366.6986828933
132332.092355737,73523.0396696244
135162.725440191,72417.8242391167
155645.258732973,75606.7277496522
131382.023562872,75001.7664406734
116394.109999192,72505.5232686313
121912.151537657,72956.5850253122
135594.432883362,75399.2338725606
118969.849308169,71829.8005088026
116835.179511612,70826.3826393979
162249.937207688,75860.1367333777
150069.92609809,73654.6358408334
143112.48351507,73988.9900243905
122481.861810885,76153.9792689584
122817.498631298,75911.0115463026
158262.471958004,73477.423783903
158587.888489938,76838.7950797793
115753.540579391,74150.2402877808
117930.860409607,73010.0175631778
123548.072068648,74468.3609490132
139363.256130317,73458.7025150985
141650.761935005,74379.5787146154
147640.638201719,73039.9392977175
136881.763816588,74540.5370381688
117698.614735704,73941.5330953726
137229.951757582,71440.6416644981
129943.814313558,73149.9817808419
146454.546308044,73246.3754662781
122019.596414484,70882.7336483632
124084.289245111,73635.2807102638
130454.335427779,73729.6455440645
129848.257518573,74184.764864378
119658.048777486,74077.9112373761
144136.282659548,72198.6108924998
133415.8821829,71780.9722421231
128322.624928405,71979.6627639459
114527.29441831,73093.7139221515
130725.958440132,70899.7426488629
133617.568157912,71878.2069897458
123246.151181924,72039.2131452282
129611.689396975,74721.1223385145
118931.606800588,74742.1124846244
141953.425492447,72899.6455165535
108407.668054564,75046.5533114914
119678.44556783,73414.0540780288
124540.185868356,73062.3871221345
117647.92845918,73635.3281367845
125785.014257463,75531.8079552859
124269.892543184,75843.8471212559
133424.378807355,75664.6145176221
120608.548692375,75813.0373714574
154211.110966418,71912.0019467291
123584.678408107,70826.3604523022
147395.346895058,70556.2286101088
118163.541729797,75842.6559585602
145200.577430057,70693.9517076886
121716.122965591,73858.722739609
113558.897456895,74018.1309154787
134857.221384696,78164.4305270815
124717.665086096,72740.5309874006
119800.329719477,71005.0575666968
118383.23970544,75100.5523729843
121300.497155211,72789.426390706
121125.063993108,73906.8503854426
131688.681962532,72159.2850873191
128610.945422701,74934.3144223191
124657.607291616,75487.7145969629
130326.467634165,75457.9842723868
130538.828693959,75006.8110178811
140947.299016953,72787.6707935451
135592.109271945,73307.2219786413
117677.608465454,72604.9391870084
136996.729200498,72685.2889336258
131353.703060237,74755.8292437866
145174.347930368,72962.1929228684
144384.285358568,72071.2895008542
141945.841545314,74032.8265629269
128707.864379924,71583.3404886337
133303.7623252,70951.0752071682
130718.98325636,72273.2549337646
118833.017138569,74314.955276518
145512.527786957,74418.7337231242
119828.944192384,76375.9267009867
117359.633214567,75648.7991794942
140031.023197728,73128.0454881778
129082.55664611,75537.4379968435
145027.904181811,71937.0013774041
117169.212013718,72732.3803310897
123151.984780694,73247.4009436017
110199.461989237,72326.0563969854
131705.407983951,74243.4097535975
144192.407362549,73728.70483885
138757.8806271,75565.8717590694
125496.050328997,73561.1454820873
123046.243290605,73327.1842594169
129150.770278329,74905.4338365319
116493.738899324,71592.0047613617
118881.182270118,76650.716731097
112246.465722576,73219.2883333165
103764.82331859,72904.4114034646
117731.584793187,72450.2583381426
132332.092355737,73523.0396696244
135647.070524009,72594.4034099012
144714.981644126,75580.2838993985
131382.023562872,75001.7664406734
117697.986420649,72416.7890128413
123819.721760082,73687.1084124889
135594.432883362,75399.2338725606
118969.849308169,71829.8005088026
116835.179511612,70826.3826393979
162249.937207688,75860.1367333777
147606.980434593,73820.0816751877
143632.162478225,73969.4631022624
122481.861810885,76153.9792689584
122817.498631298,75911.0115463026
158262.471958004,73477.423783903
158587.888489938,76838.7950797793
117827.278448282,73897.1800380031
117930.860409607,73010.0175631778
115675.059336987,73318.927141387
136740.167686567,73818.6865823883
135242.914520262,75638.4494174307
158697.972100036,73848.1331709223
138358.592656478,74060.3851211868
117698.614735704,73941.5330953726
146917.671490211,71795.9822449767
133702.706273777,73126.6082191388
147716.342191561,72866.1158843498
120047.684345863,70217.1694955678
124084.289245111,73635.2807102638
130650.420109515,73480.1826730623
129848.257518573,74184.764864378
119859.808265668,74311.7167155294
135462.079815397,73404.3970149207
133415.8821829,71780.9722421231
129799.215231171,71210.0016638342
114527.29441831,73093.7139221515
130725.958440132,70899.7426488629
133617.568157912,71878.2069897458
132512.697743621,71097.7950805312
129048.609471803,75965.9093328751
116701.772318402,74441.6385590726
132212.371714199,70592.9003128321
118185.33717992,75173.3942156885
126236.670179088,73321.8933401065
130222.568849001,71348.2464762109
117243.847173165,73495.247550106
137308.603274451,74064.3832437287
124269.892543184,75843.8471212559
133424.378807355,75664.6145176221
135197.864235029,73821.7214473266
146270.18930568,72219.8830972958
123584.678408107,70826.3604523022
147395.346895058,70556.2286101088
115437.878022288,75802.6224239448
145200.577430057,70693.9517076886
119033.745059151,73573.2739023356
113558.897456895,74018.1309154787
137347.564449945,75740.231261473
122657.326175756,72491.2319829711
119800.329719477,71005.0575666968
127861.510118059,75028.5210360781
120224.962182093,73203.5987438668
119374.39873933,74475.1948222754
131490.761477217,71739.7783904549
128610.945422701,74934.3144223191
130100.623944668,73820.9342970022
130326.467634165,75457.9842723868
130538.828693959,75006.8110178811
127347.459424215,71654.9252239571
138205.09001795,72834.1030230153
117677.608465454,72604.9391870084
136996.729200498,72685.2889336258
125511.248989573,73380.3764392435
145174.347930368,72962.1929228684
140823.650779396,72050.9771969532
141945.841545314,74032.8265629269
128707.864379924,71583.3404886337
133303.7623252,70951.0752071682
130718.98325636,72273.2549337646
113312.864147474,75073.0266892795
145512.527786957,74418.7337231242
113458.489103345,77139.1846357156
133354.468292736,73870.3886102597
139081.149403288,73454.7411199348
128453.055047784,74128.8437318003
145027.904181811,71937.0013774041
136257.646103564,73245.2291255019
119035.683230204,73119.6143118732
102797.457929822,72747.5434209975
131705.407983951,74243.4097535975
144192.407362549,73728.70483885
138757.8806271,75565.8717590694
120251.075950997,72057.5143197343
123046.243290605,73327.1842594169
149030.716499629,74194.0608781416
116493.738899324,71592.0047613617
118881.182270118,76650.716731097
112246.465722576,73219.2883333165
108895.078228376,72899.9413469114
117731.584793187,72450.2583381426
132332.092355737,73523.0396696244
131923.349362948,73484.6060802331
144714.981644126,75580.2838993985
115821.119544983,75658.9494251125
117697.986420649,72416.7890128413
123819.721760082,73687.1084124889
135594.432883362,75399.2338725606
118601.536183395,69880.7748840168
124994.901138762,72052.4223857568
153975.438645658,74707.3345427389
147606.980434593,73820.0816751877
143632.162478225,73969.4631022624
122481.861810885,76153.9792689584
134839.670042737,73858.2632978461
158262.471958004,73477.423783903
150903.949250348,75049.4952848761
126959.740867832,73638.398231649
113562.600114157,72147.344554369
115129.652579397,72752.1427120315
136740.167686567,73818.6865823883
142112.349692083,76464.9897639742
141900.106276523,72474.6750418124
135805.521796229,73197.7149029349
117319.667836829,74072.1639718568
146917.671490211,71795.9822449767
123414.173300775,72209.1320026831
147716.342191561,72866.1158843498
119592.35168378,71724.3050546575
118339.584059155,76001.3816445731
130650.420109515,73480.1826730623
126090.356562976,73955.1954782075
122368.887948613,73421.437319204
135462.079815397,73404.3970149207
116486.645288528,73264.1459907725
121357.171547096,72470.5117531692
114527.29441831,73093.7139221515
130725.958440132,70899.7426488629
132556.522299123,72074.8277544221
132512.697743621,71097.7950805312
129048.609471803,75965.9093328751
116701.772318402,74441.6385590726
132212.371714199,70592.9003128321
118185.33717992,75173.3942156885
118276.803940374,72788.1003460988
130222.568849001,71348.2464762109
126868.558863992,73447.251115694
136911.132565455,73922.3188724336
124269.892543184,75843.8471212559
128458.85203521,74347.2079748891
137945.140329098,73427.4204540616
154287.992109758,71425.9895997358
123584.678408107,70826.3604523022
147395.346895058,70556.2286101088
115437.878022288,75802.6224239448
145200.577430057,70693.9517076886
115856.745752991,73768.1217451774
122444.664036561,72889.1401591017
137347.564449945,75740.231261473
122657.326175756,72491.2319829711
119800.329719477,71005.0575666968
127861.510118059,75028.5210360781
120224.962182093,73203.5987438668
117085.546496102,73759.7898303739
131490.761477217,71739.7783904549
130001.622129122,73753.9150784489
130100.623944668,73820.9342970022
132550.673298254,75070.9698845891
130538.828693959,75006.8110178811
123961.544627404,71033.9562443568
138205.09001795,72834.1030230153
117677.608465454,72604.9391870084
136996.729200498,72685.2889336258
117993.972810824,73835.3129897548
145174.347930368,72962.1929228684
126092.133121503,73233.6580720658
141945.841545314,74032.8265629269
129196.529408822,71615.0649389481
140280.937096517,71090.0137171261
133674.33703525,71765.6018945821
113312.864147474,75073.0266892795
149796.243368307,75442.2303542795
113458.489103345,77139.1846357156
137864.193200566,73913.8612702018
140334.711547076,73450.958224438
122690.067511067,73313.8201657994
145027.904181811,71937.0013774041
136257.646103564,73245.2291255019
116205.008571059,71646.3417853029
105507.049172574,72469.8594820818
133073.823015801,74075.2552758835
144192.407362549,73728.70483885
139166.776012993,75876.5313434655
135669.437462627,73461.3588614734
125765.50399874,73353.3165752965
149030.716499629,74194.0608781416
116493.738899324,71592.0047613617
118881.182270118,76650.716731097
113163.938019656,73306.7124266778
111907.348860472,73084.8008744658
117731.584793187,72450.2583381426
133703.786326694,73387.1484650468
131923.349362948,73484.6060802331
144714.981644126,75580.2838993985
119251.852120219,74632.0479850725
117697.986420649,72416.7890128413
131396.149138144,73377.7544792305
125477.639078621,74503.1282408015
118601.536183395,69880.7748840168
133017.568362533,74120.5203016133
153975.438645658,74707.3345427389
145403.539076564,73560.4516961504
143632.162478225,73969.4631022624
122481.861810885,76153.9792689584
134839.670042737,73858.2632978461
158262.471958004,73477.423783903
150903.949250348,75049.4952848761
126959.740867832,73638.398231649
114307.185188294,72748.0705617362
113059.087093811,72655.017720467
114970.997891979,71926.9824842661
142112.349692083,76464.9897639742
141900.106276523,72474.6750418124
139834.959222835,73595.0387618721
116077.684782556,74451.8263003216
140415.576702582,71525.7823275493
123414.173300775,72209.1320026831
144284.583557223,72601.4312602418
119592.35168378,71724.3050546575
130804.605166963,75072.3632306335
130650.420109515,73480.1826730623
126090.356562976,73955.1954782075
122368.887948613,73421.437319204
135462.079815397,73404.3970149207
117334.367680058,73279.0972146747
125081.894741561,70959.0022586754
114527.29441831,73093.7139221515
120017.530790396,71051.9882731566
132556.522299123,72074.8277544221
163363.774766109,73796.8064936356
129048.609471803,75965.9093328751
136152.956017482,72738.5236963475
132212.371714199,70592.9003128321
127847.790598259,75372.4300117171
118276.803940374,72788.1003460988
130222.568849001,71348.2464762109
130894.011447071,73840.5119339054
139820.073491038,74012.2716861513
124269.892543184,75843.8471212559
127417.868609266,74924.489697087
134369.958477049,73598.1096856952
154287.992109758,71425.9895997358
123584.678408107,70826.3604523022
131137.087041039,70174.8375428361
115437.878022288,75802.6224239448
145200.577430057,70693.9517076886
115856.745752991,73768.1217451774
122444.664036561,72889.1401591017
137231.939581936,75374.443421814
122657.326175756,72491.2319829711
121718.329388057,71019.0494933356
127861.510118059,75028.5210360781
125698.322453823,73019.5325150765
118695.657242009,73422.7037088794
131490.761477217,71739.7783904549
130001.622129122,73753.9150784489
137064.066506162,73958.1890678591
132550.673298254,75070.9698845891
130538.828693959,75006.8110178811
122948.06765417,70035.0831826581
138205.09001795,72834.1030230153
117509.274171662,72460.9101435417
132287.312280323,73308.1840974555
117993.972810824,73835.3129897548
145174.347930368,72962.1929228684
127065.859721445,73003.7323022791
135711.305935359,74449.0733752587
138789.711768024,71505.9498870465
138667.342268503,71064.533185682
124460.283404868,72568.9480258289
128756.501832814,74348.1308274535
149796.243368307,75442.2303542795
113458.489103345,77139.1846357156
135416.556408707,73600.344954972
140334.711547076,73450.958224438
138024.106568579,74257.1469406479
145027.904181811,71937.0013774041
136257.646103564,73245.2291255019
116239.375434868,71460.1435809829
105507.049172574,72469.8594820818
131961.041938395,73727.5709428958
150214.870948974,73653.3525131218
139166.776012993,75876.5313434655
132516.799093991,73226.3117463525
125908.099317552,74061.785613041
123625.567674343,73107.1037089749
116739.500504411,71545.7541499359
118881.182270118,76650.716731097
113163.938019656,73306.7124266778
111907.348860472,73084.8008744658
117731.584793187,72450.2583381426
123876.874512148,72621.169477042
134650.517902151,73333.9884970308
144511.397718732,75560.6157432049
119251.852120219,74632.0479850725
117697.986420649,72416.7890128413
131396.149138144,73377.7544792305
117865.604190665,75027.4519118737
118601.536183395,69880.7748840168
135136.85775961,73362.753545577
153975.438645658,74707.3345427389
144033.180437768,73513.2208818268
144740.308048132,74004.1562796461
122481.861810885,76153.9792689584
143257.894082496,74618.0096618151
158262.471958004,73477.423783903
149201.490867688,73749.3640804465
126959.740867832,73638.398231649
114307.185188294,72748.0705617362
113059.087093811,72655.017720467
111970.386364659,71390.3465898518
142112.349692083,76464.9897639742
141900.106276523,72474.6750418124
146961.834758896,72429.1146408356
116077.684782556,74451.8263003216
139162.830191741,71593.8894693758
125724.041126929,72286.3219298375
144284.583557223,72601.4312602418
119253.109310947,72366.8525743413
128564.015918392,76374.7565193847
118389.02249412,73221.5306422363
121063.522059001,73050.1498386874
122368.887948613,73421.437319204
145051.462198517,72488.895673013
117334.367680058,73279.0972146747
126063.694474151,70560.583493032
115345.509969477,73324.6791864935
120017.530790396,71051.9882731566
125947.831219996,72352.8187019928
163363.774766109,73796.8064936356
129726.757693604,75380.5724146684
136402.654144668,72676.0364433908
142593.287814719,70311.9990296417
127847.790598259,75372.4300117171
118276.803940374,72788.1003460988
130222.568849001,71348.2464762109
142419.576501131,75057.875470353
139820.073491038,74012.2716861513
130812.990013119,77423.9300208962
127417.868609266,74924.489697087
134369.958477049,73598.1096856952
138131.946583685,72332.3365469012
123518.277369664,70945.5699550717
131586.523542999,70353.7610779674
129020.985573481,75535.7606725825
145200.577430057,70693.9517076886
115856.745752991,73768.1217451774
111403.103364144,70505.3302231493
136330.917667365,75115.1157006563
122657.326175756,72491.2319829711
121718.329388057,71019.0494933356
127861.510118059,75028.5210360781
145035.111715067,74476.3618323674
118695.657242009,73422.7037088794
131490.761477217,71739.7783904549
138258.55112097,73328.9994238734
137064.066506162,73958.1890678591
132550.673298254,75070.9698845891
127728.046483247,73736.0519865581
122948.06765417,70035.0831826581
140005.427021876,72398.6370206792
118778.427697794,72776.4605172074
128123.537713842,73130.914276413
117993.972810824,73835.3129897548
145174.347930368,72962.1929228684
127065.859721445,73003.7323022791
136412.878231876,74534.4903299075
138789.711768024,71505.9498870465
137029.801583523,70883.364966155
128112.18575473,73290.7110834906
128756.501832814,74348.1308274535
149796.243368307,75442.2303542795
119108.234406911,74898.5970253835
135416.556408707,73600.344954972
140334.711547076,73450.958224438
138398.018677759,74287.0121299954
145027.904181811,71937.0013774041
135490.163974103,73391.024930909
116239.375434868,71460.1435809829
124281.79650711,70946.4693896297
131961.041938395,73727.5709428958
150214.870948974,73653.3525131218
130070.950815197,74208.8317495512
117391.875672741,74029.4594866421
125908.099317552,74061.785613041
123625.567674343,73107.1037089749
116739.500504411,71545.7541499359
118881.182270118,76650.716731097
113014.216987526,71358.6574830041
114288.13416902,72977.9628931279
118007.508039657,72438.1667594729
126670.817278016,72044.5411979553
134650.517902151,73333.9884970308
145877.478872145,75943.8361463362
119251.852120219,74632.0479850725
112518.188319057,73726.1080398828
109231.079743373,71060.1913957058
117865.604190665,75027.4519118737
118601.536183395,69880.7748840168
135136.85775961,73362.753545577
153975.438645658,74707.3345427389
149543.392528621,73678.679540746
144740.308048132,74004.1562796461
119351.216286692,75026.5614074572
136720.67447392,74496.3484324965
158262.471958004,73477.423783903
149201.490867688,73749.3640804465
126959.740867832,73638.398231649
114307.185188294,72748.0705617362
112382.394582395,71868.9490970377
111970.386364659,71390.3465898518
142112.349692083,76464.9897639742
141491.631122085,72477.2292339181
146961.834758896,72429.1146408356
116077.684782556,74451.8263003216
139162.830191741,71593.8894693758
125724.041126929,72286.3219298375
144284.583557223,72601.4312602418
119253.109310947,72366.8525743413
128564.015918392,76374.7565193847
121585.206267101,73099.8582689823
119977.715548504,72741.312012589
122368.887948613,73421.437319204
145051.462198517,72488.895673013
117334.367680058,73279.0972146747
126063.694474151,70560.583493032
122455.046073831,73497.0705064733
120017.530790396,71051.9882731566
125709.491789171,72167.6281575981
163363.774766109,73796.8064936356
129726.757693604,75380.5724146684
136734.305525225,72673.985993474
141928.824590132,70414.1581743488
129234.199457785,76142.0178843904
116517.478921486,72966.5535311828
130222.568849001,71348.2464762109
142419.576501131,75057.875470353
137014.236281441,74634.2584454085
130812.990013119,77423.9300208962
126317.514579334,75076.041835167
135529.245930332,73490.4846377578
138131.946583685,72332.3365469012
121945.107697523,70880.3768741726
128605.437577316,72470.0882125344
129020.985573481,75535.7606725825
145200.577430057,70693.9517076886
115856.745752991,73768.1217451774
111403.103364144,70505.3302231493
123237.375844307,73997.9987155009
117771.820764377,72696.7380752381
117207.304690378,71203.2037107184
127861.510118059,75028.5210360781
145035.111715067,74476.3618323674
128506.996039245,74235.2226953624
130090.196972859,72070.7564223282
136862.566016338,73330.9297475127
137064.066506162,73958.1890678591
132550.673298254,75070.9698845891
